zone,shift_type,avg_weekly_income,rain_intensity,traffic_congestion,aqi_level,uv_index,claim_count,total_payout_history,actual_loss
Indiranagar,Morning,9181.45,0.22,0.1218,51.4,9.0,3,1414.21,419.58
Jayanagar,Peak,9581.03,2.59,0.4319,150.4,2.0,0,0.0,392.06
Electronic City,Night,7410.53,2.73,0.2336,49.4,13.0,0,0.0,684.02
Whitefield,Morning,6475.41,4.03,0.1445,112.1,11.0,1,531.37,560.84
Indiranagar,Morning,7746.96,0.09,0.2563,37.3,9.0,2,1119.35,316.09
Indiranagar,Morning,5582.43,2.34,0.3724,140.5,10.0,0,0.0,504.79
Whitefield,Night,7867.76,0.16,0.1111,103.7,13.0,4,1930.68,699.26
Electronic City,Night,2000.0,3.62,0.3703,74.1,10.0,2,883.28,314.26
Whitefield,Peak,7085.86,0.17,0.3609,20.0,6.0,2,910.39,253.42
Indiranagar,Night,9689.35,7.28,0.3608,75.3,9.0,4,2181.8,645.14
Whitefield,Peak,7188.62,3.63,0.2715,153.2,12.0,4,2152.0,746.72
Indiranagar,Peak,10454.97,2.12,0.4747,197.5,4.0,0,0.0,526.57
Indiranagar,Night,6472.51,1.75,0.4853,109.0,5.0,0,0.0,273.02
Jayanagar,Peak,9005.3,0.42,0.4134,115.0,2.0,2,992.0,418.28
Koramangala,Night,5243.46,1.03,0.1763,86.1,3.0,5,1909.25,235.96
Indiranagar,Peak,8923.91,6.1,0.3329,181.5,1.0,2,1130.24,525.73
Electronic City,Night,7465.19,7.04,0.3679,108.0,4.0,1,408.52,419.86
HSR Layout,Night,6560.5,0.0,0.4114,164.7,12.0,2,943.98,697.39
Marathahalli,Peak,2000.0,2.71,0.5804,132.4,2.0,0,0.0,111.22
Yelahanka,Morning,6491.25,3.81,0.2847,126.1,12.0,8,2943.21,624.69
Koramangala,Peak,7426.91,2.89,0.1307,69.0,2.0,1,529.96,211.16
Koramangala,Night,8657.42,0.26,0.0849,209.1,1.0,5,1923.15,540.78
Koramangala,Morning,10121.9,0.74,0.4277,193.3,10.0,1,527.58,714.54
Jayanagar,Peak,11070.07,0.86,0.1825,233.7,12.0,4,2304.85,910.49
Indiranagar,Peak,9492.53,5.35,0.2705,65.0,2.0,0,0.0,321.85
Jayanagar,Peak,5875.82,1.87,0.5178,133.2,4.0,2,821.18,273.53
Indiranagar,Morning,6390.39,2.0,0.0498,80.3,6.0,5,2430.41,284.86
Electronic City,Night,8477.83,8.2,0.3428,142.2,13.0,2,816.16,774.88
Jayanagar,Peak,8039.23,3.04,0.7129,134.6,12.0,2,611.64,745.85
Jayanagar,Peak,10256.69,6.87,0.1411,99.3,7.0,0,0.0,375.06
Marathahalli,Peak,11958.78,1.83,0.3714,108.6,7.0,1,506.81,383.61
HSR Layout,Peak,11534.36,0.49,0.6733,224.5,7.0,4,1814.89,661.28
Jayanagar,Peak,9987.88,7.98,0.1827,113.2,4.0,0,0.0,439.49
Marathahalli,Night,8055.81,1.84,0.0667,20.0,12.0,3,1691.73,588.09
Whitefield,Night,9698.65,0.6,0.2785,93.2,5.0,2,902.74,382.44
HSR Layout,Peak,10322.88,1.08,0.2412,65.2,11.0,0,0.0,578.35
Electronic City,Morning,6705.4,0.16,0.0475,74.0,12.0,0,0.0,433.39
Jayanagar,Night,5934.68,1.9,0.2375,155.5,3.0,1,454.88,305.25
Yelahanka,Morning,5465.16,5.75,0.1472,164.5,1.0,0,0.0,337.12
Koramangala,Night,5247.23,8.14,0.3223,77.8,8.0,4,2466.75,397.37
Whitefield,Peak,4236.01,8.09,0.239,92.5,10.0,2,980.12,432.49
Whitefield,Night,7499.8,0.4,0.4067,85.1,11.0,1,456.26,565.57
Electronic City,Peak,5000.49,1.44,0.4611,195.9,7.0,0,0.0,239.48
Marathahalli,Night,5432.96,0.09,0.1372,166.0,9.0,2,1133.66,372.79
Whitefield,Peak,8402.51,5.8,0.48,153.8,10.0,1,529.94,621.19
HSR Layout,Peak,7363.22,1.33,0.4278,68.4,4.0,0,0.0,280.3
Jayanagar,Peak,7859.25,2.99,0.2777,34.5,12.0,1,698.59,537.33
Jayanagar,Peak,9730.3,3.76,0.2361,181.5,12.0,3,1064.22,835.23
Yelahanka,Morning,8729.06,1.69,0.2752,215.9,5.0,0,0.0,338.14
Electronic City,Peak,10037.77,1.1,0.2863,32.2,5.0,1,510.63,374.59
Koramangala,Morning,7159.95,9.83,0.2233,232.1,13.0,6,2708.68,1032.44
Marathahalli,Morning,10223.58,10.01,0.4238,114.7,7.0,0,0.0,630.72
Koramangala,Peak,7719.47,1.03,0.2213,128.4,13.0,4,1874.95,855.05
Whitefield,Morning,7337.41,1.96,0.3438,54.1,9.0,1,486.31,378.12
Electronic City,Night,9923.05,10.82,0.1718,31.3,8.0,0,0.0,406.22
Yelahanka,Peak,5255.69,0.01,0.2784,20.0,7.0,0,0.0,209.91
Koramangala,Morning,11047.2,1.6,0.1841,171.5,1.0,0,0.0,350.39
HSR Layout,Peak,6435.8,0.32,0.1797,115.9,12.0,0,0.0,572.48
Jayanagar,Peak,4563.78,2.13,0.13,143.0,10.0,0,0.0,389.45
Whitefield,Peak,8307.0,0.07,0.2674,176.7,13.0,0,0.0,836.78
Yelahanka,Morning,6245.36,1.57,0.2665,115.2,6.0,0,0.0,271.33
Koramangala,Night,11051.61,0.75,0.1184,204.5,10.0,2,1047.72,714.98
Marathahalli,Night,6134.2,2.29,0.1824,78.7,9.0,3,1649.67,363.36
HSR Layout,Morning,7628.9,16.56,0.1008,99.1,13.0,4,1619.98,851.39
HSR Layout,Peak,4148.81,4.84,0.1919,74.9,7.0,1,506.43,152.92
Koramangala,Morning,8625.83,5.61,0.2548,161.8,1.0,5,2462.53,476.6
Jayanagar,Morning,5445.22,3.03,0.2606,175.7,9.0,0,0.0,359.57
Koramangala,Morning,8386.65,0.13,0.3175,97.4,3.0,0,0.0,377.94
Whitefield,Peak,6143.31,0.7,0.2309,50.3,9.0,0,0.0,394.37
Koramangala,Morning,2906.13,7.77,0.1981,181.5,4.0,3,1258.96,310.83
HSR Layout,Peak,7262.38,1.37,0.023,76.0,9.0,4,2026.25,328.12
Yelahanka,Morning,7172.86,0.33,0.3969,99.9,13.0,2,827.97,696.87
Koramangala,Night,8762.14,3.64,0.3093,66.3,8.0,1,436.38,403.53
Jayanagar,Morning,10112.0,1.07,0.2003,134.4,7.0,2,979.62,400.2
Electronic City,Morning,10824.82,0.94,0.3103,81.5,4.0,0,0.0,334.97
Yelahanka,Night,8728.31,18.61,0.4005,155.1,9.0,1,350.74,700.58
Marathahalli,Peak,7557.24,5.86,0.345,92.0,4.0,1,563.13,350.9
Indiranagar,Peak,4145.33,1.57,0.3079,146.9,1.0,0,0.0,236.15
Koramangala,Morning,7404.04,11.78,0.563,73.8,6.0,0,0.0,495.64
Jayanagar,Night,7429.88,3.15,0.2004,181.3,4.0,2,782.62,384.96
Yelahanka,Peak,6602.72,4.06,0.3398,95.0,10.0,1,472.02,479.0
Jayanagar,Morning,8265.94,0.1,0.3396,124.5,3.0,0,0.0,355.2
Marathahalli,Night,9243.81,0.39,0.4714,60.6,12.0,1,468.82,659.3
HSR Layout,Peak,5363.19,3.01,0.1269,119.2,5.0,5,2633.15,266.76
Jayanagar,Peak,5332.03,6.88,0.333,62.5,3.0,1,449.26,226.41
Yelahanka,Night,6721.42,2.93,0.4014,117.8,11.0,0,0.0,590.05
Jayanagar,Night,5769.54,0.43,0.2603,71.9,9.0,1,463.46,230.61
Jayanagar,Night,3717.49,0.37,0.3184,112.2,12.0,2,1051.21,450.17
Jayanagar,Night,5006.81,5.58,0.0933,143.3,6.0,0,0.0,280.49
Whitefield,Morning,4535.36,0.45,0.5087,51.4,3.0,0,0.0,210.16
Whitefield,Night,9416.9,2.2,0.1876,117.8,5.0,1,492.3,408.4
HSR Layout,Peak,10405.65,0.11,0.4609,140.4,8.0,1,511.67,474.02
Koramangala,Peak,4809.13,0.25,0.317,140.2,8.0,0,0.0,274.89
Jayanagar,Morning,8092.15,3.35,0.3264,215.9,6.0,2,883.85,441.2
Marathahalli,Peak,8747.03,3.51,0.2547,82.8,5.0,5,2640.4,373.2
Koramangala,Peak,4015.46,1.25,0.3696,119.9,5.0,4,1992.27,225.76
Marathahalli,Night,7321.96,0.73,0.162,207.4,1.0,2,1237.41,380.69
Koramangala,Peak,12067.03,5.04,0.6447,51.3,2.0,1,437.65,560.23
HSR Layout,Morning,8354.29,0.73,0.1251,20.0,12.0,3,963.07,599.08
Jayanagar,Night,6509.4,2.34,0.5656,146.8,11.0,3,1328.08,670.65
Jayanagar,Night,5879.63,10.35,0.1343,172.2,4.0,3,801.12,473.86
Indiranagar,Morning,2955.08,0.48,0.5899,20.0,6.0,0,0.0,118.24
Marathahalli,Night,7940.95,8.48,0.0163,104.0,11.0,0,0.0,501.07
Koramangala,Night,10895.63,0.61,0.2916,69.1,7.0,7,3583.05,499.43
Koramangala,Morning,5372.91,2.51,0.2577,135.5,1.0,5,2623.04,356.42
Electronic City,Night,3128.83,1.42,0.4351,118.3,8.0,1,563.19,76.55
Electronic City,Morning,5671.55,10.05,0.0433,185.4,12.0,8,2181.77,811.06
Whitefield,Morning,8763.2,0.96,0.054,52.8,1.0,2,633.28,348.85
Indiranagar,Peak,6143.0,1.53,0.4289,139.3,9.0,1,419.57,399.76
Yelahanka,Peak,5359.06,12.2,0.2114,151.1,4.0,1,455.69,352.73
Electronic City,Night,7038.31,2.31,0.3327,122.5,12.0,1,495.97,581.95
Yelahanka,Night,7459.4,2.1,0.3622,20.0,7.0,1,489.98,301.14
Whitefield,Morning,4223.22,0.89,0.278,140.8,11.0,8,3952.4,523.9
Whitefield,Night,6565.43,3.63,0.4799,83.5,6.0,1,354.96,278.08
Whitefield,Morning,6005.46,0.04,0.4567,32.8,13.0,3,1249.25,631.69
Marathahalli,Morning,5718.19,0.15,0.6828,138.5,9.0,3,1362.62,326.32
Marathahalli,Night,4965.93,2.74,0.3486,158.4,2.0,0,0.0,304.82
HSR Layout,Morning,8882.52,1.25,0.3804,89.2,11.0,0,0.0,562.09
HSR Layout,Peak,5711.23,9.19,0.2742,161.7,7.0,2,1000.69,386.83
Whitefield,Night,3010.11,7.01,0.2364,162.2,11.0,0,0.0,446.59
Indiranagar,Peak,7528.6,3.75,0.4533,119.1,5.0,2,882.79,340.46
Koramangala,Night,8450.4,5.11,0.1801,149.8,13.0,0,0.0,817.04
Marathahalli,Morning,5407.97,3.3,0.162,168.8,7.0,1,496.36,344.95
Indiranagar,Night,5880.67,0.4,0.0745,146.3,1.0,0,0.0,271.38
Jayanagar,Peak,5701.89,4.35,0.5809,20.0,11.0,0,0.0,473.16
Marathahalli,Morning,6306.69,0.71,0.07,20.0,11.0,0,0.0,512.93
Marathahalli,Night,9213.7,1.17,0.6776,173.3,10.0,6,2719.18,791.39
HSR Layout,Night,6771.88,5.13,0.5516,85.6,9.0,1,439.7,456.04
Koramangala,Night,8679.19,2.31,0.4047,95.2,1.0,4,1803.39,414.79
Koramangala,Peak,5062.34,5.9,0.335,214.5,5.0,6,3021.94,403.92
Electronic City,Peak,6232.62,0.72,0.2787,83.3,8.0,4,2007.95,346.59
Yelahanka,Night,8908.03,2.81,0.3635,113.1,1.0,1,374.97,362.19
Yelahanka,Morning,5388.79,0.26,0.3568,120.6,7.0,2,1246.68,244.35
Yelahanka,Morning,9024.27,3.09,0.1864,109.4,2.0,0,0.0,350.53
Yelahanka,Peak,5743.23,4.31,0.1603,187.2,7.0,0,0.0,453.28
Jayanagar,Morning,6356.67,2.64,0.257,101.3,7.0,3,1182.8,250.01
Jayanagar,Peak,10340.33,0.93,0.4024,156.0,9.0,0,0.0,576.2
Marathahalli,Night,6128.36,0.1,0.3996,123.5,6.0,6,3138.33,276.09
Whitefield,Peak,7290.69,0.38,0.2982,168.3,4.0,2,1021.2,417.45
HSR Layout,Peak,8232.87,2.92,0.1389,51.4,7.0,1,465.69,388.37
HSR Layout,Night,7453.02,8.17,0.229,20.0,7.0,0,0.0,344.92
Yelahanka,Morning,7510.11,0.69,0.261,121.5,4.0,2,1226.05,192.3
Marathahalli,Peak,6886.92,3.98,0.1059,77.6,2.0,1,548.3,301.67
Electronic City,Peak,4395.52,6.04,0.2206,193.2,13.0,2,908.56,740.43
Indiranagar,Night,7696.58,2.21,0.2712,115.8,11.0,1,518.29,633.74
Whitefield,Morning,5535.06,3.32,0.2935,131.0,9.0,0,0.0,341.49
Marathahalli,Peak,8551.53,5.06,0.4313,104.6,8.0,0,0.0,508.9
Whitefield,Night,9744.12,0.91,0.0819,87.4,5.0,0,0.0,336.24
Whitefield,Peak,3388.89,1.06,0.2695,122.9,5.0,0,0.0,202.82
Whitefield,Night,9747.62,0.0,0.3219,170.7,1.0,0,0.0,395.64
Marathahalli,Morning,6177.88,9.9,0.3878,104.4,11.0,0,0.0,544.1
Yelahanka,Morning,6738.1,7.49,0.1504,100.9,9.0,2,770.04,312.52
HSR Layout,Morning,5175.23,4.34,0.2818,160.2,11.0,2,947.17,492.51
HSR Layout,Morning,7376.94,0.25,0.3359,35.8,10.0,0,0.0,455.37
Yelahanka,Peak,7133.63,1.78,0.1566,179.4,11.0,2,1122.0,531.69
Whitefield,Peak,9153.85,0.32,0.3227,79.7,8.0,2,943.95,302.9
Indiranagar,Morning,5517.21,0.05,0.1148,167.2,5.0,1,522.2,241.93
Koramangala,Morning,10321.6,2.87,0.4642,134.7,10.0,1,338.19,714.56
Marathahalli,Morning,8329.43,9.72,0.0688,20.0,6.0,1,527.18,420.29
Koramangala,Peak,7181.94,7.0,0.4257,120.6,12.0,0,0.0,808.81
Electronic City,Morning,6638.43,3.58,0.3655,185.7,10.0,1,489.41,532.69
Yelahanka,Morning,6386.86,0.3,0.1349,104.8,11.0,0,0.0,517.51
Indiranagar,Morning,6517.31,0.96,0.1299,109.4,10.0,1,460.95,476.44
Marathahalli,Night,7336.8,1.16,0.2925,81.6,8.0,3,1530.07,237.47
Yelahanka,Morning,6582.0,4.32,0.2592,179.8,6.0,1,608.09,381.59
Whitefield,Night,5718.94,4.86,0.2124,96.9,10.0,2,1319.4,446.66
HSR Layout,Night,7348.92,1.46,0.4504,209.6,4.0,3,1516.12,432.9
Koramangala,Morning,5327.42,1.62,0.2083,177.8,3.0,0,0.0,318.69
Jayanagar,Night,7644.93,0.14,0.39,186.6,7.0,4,2119.46,373.22
Jayanagar,Morning,6553.87,1.02,0.6507,124.0,13.0,0,0.0,717.05
Indiranagar,Peak,8393.46,1.8,0.1836,95.7,2.0,4,1720.19,341.7
Whitefield,Peak,8978.15,0.37,0.379,143.9,7.0,0,0.0,368.44
Electronic City,Peak,8977.36,1.81,0.2393,197.6,1.0,0,0.0,482.81
Koramangala,Peak,7636.21,5.76,0.1686,208.7,13.0,2,1188.59,1064.07
Whitefield,Night,7869.66,2.61,0.0928,27.1,10.0,4,2310.92,482.68
Koramangala,Morning,6354.5,0.25,0.2868,255.2,5.0,0,0.0,385.62
Indiranagar,Morning,8355.28,0.64,0.4276,132.6,9.0,2,814.65,547.59
Indiranagar,Morning,8581.0,1.93,0.0323,159.0,13.0,2,997.79,851.44
Electronic City,Peak,3865.34,1.35,0.2857,75.2,13.0,0,0.0,579.28
Jayanagar,Peak,7756.69,1.33,0.0681,71.8,1.0,1,515.8,245.5
Whitefield,Morning,9736.26,2.26,0.2126,48.1,8.0,1,562.41,397.45
Marathahalli,Peak,6287.42,2.63,0.3175,205.2,9.0,0,0.0,488.28
Jayanagar,Morning,5850.91,4.78,0.1273,85.6,9.0,2,1075.5,299.26
Whitefield,Morning,6160.27,1.25,0.3729,115.4,8.0,4,1582.61,337.56
Jayanagar,Morning,3990.25,4.91,0.0852,104.9,4.0,2,924.66,217.16
Marathahalli,Morning,7251.97,1.24,0.0746,69.0,7.0,6,3562.58,301.74
HSR Layout,Morning,7059.93,0.17,0.0712,110.1,1.0,0,0.0,224.8
HSR Layout,Morning,7394.05,2.42,0.1646,124.4,7.0,0,0.0,259.14
Electronic City,Morning,7831.95,2.66,0.2353,182.4,6.0,4,1860.81,467.47
HSR Layout,Peak,5404.01,8.18,0.2301,67.0,5.0,4,1303.68,334.99
HSR Layout,Morning,7546.4,3.88,0.4768,90.8,1.0,0,0.0,325.05
Yelahanka,Morning,7886.4,7.49,0.5006,147.5,8.0,1,534.42,350.4
Koramangala,Peak,6023.22,7.17,0.4272,122.3,10.0,3,1520.33,458.2
Yelahanka,Peak,7840.24,2.78,0.2112,123.2,1.0,0,0.0,284.01
Yelahanka,Peak,7161.41,2.25,0.3583,71.4,1.0,0,0.0,269.75
Electronic City,Morning,5737.62,2.45,0.1632,158.9,3.0,2,817.15,338.54
Yelahanka,Night,7565.58,11.5,0.049,190.7,13.0,7,3345.54,941.25
HSR Layout,Night,6418.58,4.45,0.308,186.1,8.0,3,1679.48,380.29
Marathahalli,Peak,8394.13,0.34,0.273,110.3,8.0,2,678.86,257.78
Electronic City,Night,6521.67,4.52,0.2585,20.0,7.0,0,0.0,252.26
Electronic City,Peak,4420.47,0.56,0.2117,131.7,5.0,2,758.32,315.74
Indiranagar,Morning,7533.97,1.78,0.2546,125.0,8.0,0,0.0,412.86
Electronic City,Night,7458.81,0.71,0.1877,69.1,2.0,8,4304.92,351.8
Indiranagar,Morning,4837.73,3.51,0.1932,78.9,8.0,1,524.15,195.78
Electronic City,Night,8501.07,6.29,0.6414,70.2,12.0,2,1174.46,760.62
Koramangala,Morning,8396.44,1.03,0.1527,133.7,11.0,3,1500.18,731.26
HSR Layout,Night,5260.04,0.26,0.2986,78.9,2.0,0,0.0,194.94
Electronic City,Morning,5680.75,1.06,0.2579,128.3,10.0,6,3143.31,440.84
HSR Layout,Morning,6715.98,3.35,0.6111,238.8,5.0,1,402.42,536.11
HSR Layout,Night,5482.3,1.2,0.2632,110.7,11.0,0,0.0,355.93
Jayanagar,Morning,8280.79,0.98,0.4233,62.0,13.0,0,0.0,626.87
Electronic City,Morning,7297.94,0.61,0.3301,47.3,4.0,3,1530.45,246.69
Whitefield,Morning,4812.89,2.06,0.2225,136.5,13.0,3,779.62,725.0
Jayanagar,Night,5355.06,0.97,0.6169,220.1,1.0,0,0.0,319.66
Whitefield,Night,9375.44,3.94,0.2953,74.9,5.0,0,0.0,299.92
HSR Layout,Morning,10071.12,0.24,0.0516,20.0,7.0,4,2079.59,338.62
HSR Layout,Morning,8077.46,3.27,0.0233,205.4,1.0,0,0.0,387.31
Jayanagar,Night,6577.45,0.81,0.5918,245.8,2.0,2,1152.78,434.78
Jayanagar,Night,6120.07,2.02,0.2913,157.8,12.0,2,890.43,617.51
Whitefield,Morning,8099.4,1.01,0.3389,141.5,9.0,3,1134.6,520.11
Indiranagar,Morning,7151.84,3.85,0.4954,123.3,12.0,1,473.12,699.24
Whitefield,Morning,3779.86,8.72,0.5137,154.1,5.0,1,418.97,298.46
Jayanagar,Peak,9063.74,7.47,0.4356,151.7,13.0,6,2916.85,931.69
Marathahalli,Night,9691.61,2.63,0.2405,134.1,7.0,0,0.0,422.3
Jayanagar,Peak,8474.51,1.86,0.2529,72.4,2.0,0,0.0,263.24
Marathahalli,Night,4816.78,5.12,0.1052,133.9,7.0,0,0.0,176.63
Koramangala,Night,5726.35,3.45,0.1819,115.1,7.0,6,1846.02,304.37
Jayanagar,Night,3284.56,0.61,0.0117,79.9,7.0,2,932.99,151.32
Koramangala,Night,10192.1,5.16,0.2909,133.8,5.0,0,0.0,493.99
Indiranagar,Night,6286.52,1.68,0.133,95.7,9.0,2,901.45,406.46
Whitefield,Night,11666.58,0.63,0.5251,123.4,2.0,1,538.53,526.49
Marathahalli,Night,10910.46,0.99,0.1427,142.8,4.0,6,3823.33,509.1
Whitefield,Peak,5193.15,0.93,0.4337,149.9,2.0,0,0.0,347.16
Koramangala,Morning,5583.46,2.2,0.287,96.9,8.0,2,1021.77,212.99
Marathahalli,Morning,7932.38,0.8,0.2335,142.5,12.0,2,1000.65,605.82
Whitefield,Peak,3490.92,0.4,0.1387,154.2,11.0,0,0.0,460.02
Jayanagar,Peak,6123.48,0.4,0.1438,168.7,1.0,4,1628.23,267.44
HSR Layout,Peak,5923.68,2.63,0.3105,135.2,9.0,0,0.0,356.27
Koramangala,Peak,10702.33,3.98,0.197,150.3,12.0,2,828.04,837.38
Whitefield,Night,7322.04,1.16,0.1858,98.9,13.0,2,597.2,708.93
Koramangala,Morning,6430.47,0.11,0.6323,248.8,5.0,2,952.64,520.69
Yelahanka,Night,5737.03,0.41,0.3869,116.8,11.0,0,0.0,464.45
Koramangala,Morning,8788.1,7.38,0.1131,176.1,12.0,6,3000.57,887.25
Marathahalli,Morning,6006.58,2.04,0.3371,95.7,3.0,0,0.0,174.4
Yelahanka,Peak,6899.43,1.81,0.4282,138.7,12.0,2,950.88,628.95
Electronic City,Night,5721.75,0.12,0.273,136.9,11.0,3,1378.52,483.72
Marathahalli,Peak,3964.93,3.91,0.3469,146.4,4.0,5,2182.01,245.42
HSR Layout,Night,5007.93,2.25,0.1974,77.6,1.0,2,1119.71,201.24
Yelahanka,Morning,5996.06,0.68,0.3599,139.5,3.0,0,0.0,237.8
Electronic City,Peak,6473.49,0.35,0.1575,95.9,11.0,3,1512.9,496.35
Jayanagar,Peak,6561.15,1.45,0.5941,161.0,8.0,0,0.0,352.96
Koramangala,Morning,6822.16,5.44,0.5167,76.1,12.0,0,0.0,756.37
Whitefield,Morning,6022.62,6.01,0.3596,135.3,2.0,4,1876.17,367.29
Indiranagar,Morning,9698.25,2.77,0.3782,118.6,2.0,1,534.06,483.42
Koramangala,Peak,8895.97,3.9,0.0785,212.7,9.0,0,0.0,622.78
Electronic City,Night,6729.78,0.37,0.3037,175.9,5.0,1,571.65,374.96
Koramangala,Peak,7508.52,2.66,0.3027,188.6,5.0,0,0.0,382.05
HSR Layout,Night,6255.82,3.3,0.36,81.4,1.0,0,0.0,255.89
Jayanagar,Peak,2000.0,0.67,0.0825,100.8,13.0,0,0.0,542.72
Indiranagar,Peak,7040.99,6.36,0.38,119.8,6.0,2,1004.34,332.18
Yelahanka,Morning,7611.23,0.65,0.5097,177.2,8.0,2,474.21,468.46
Yelahanka,Night,3774.68,1.13,0.7276,138.8,6.0,2,692.49,296.07
Yelahanka,Peak,7998.82,2.91,0.4184,82.5,7.0,0,0.0,335.65
Electronic City,Peak,6438.85,3.05,0.2492,84.7,4.0,2,1187.26,208.37
Marathahalli,Morning,7675.87,3.61,0.3884,179.6,2.0,1,473.38,415.4
Marathahalli,Morning,6499.2,0.36,0.3569,140.4,1.0,1,544.74,330.66
Whitefield,Night,9501.91,5.68,0.3163,122.6,12.0,4,1954.93,773.45
Indiranagar,Peak,7452.46,2.28,0.1476,118.5,6.0,1,482.91,346.63
Yelahanka,Night,9004.83,1.91,0.0561,164.8,9.0,2,937.09,454.13
Marathahalli,Peak,9169.45,11.91,0.172,67.3,10.0,6,2918.75,682.9
Electronic City,Night,4760.89,4.05,0.4312,122.6,5.0,1,511.07,195.81
Whitefield,Morning,5521.97,0.38,0.1048,125.6,12.0,1,447.86,628.99
Jayanagar,Peak,7903.22,4.24,0.4089,57.7,2.0,1,579.74,358.45
Whitefield,Night,6268.93,0.3,0.3517,109.6,1.0,0,0.0,239.87
Marathahalli,Morning,6522.79,0.08,0.0473,234.3,3.0,2,1232.18,394.69
HSR Layout,Morning,9573.13,1.55,0.0191,78.2,4.0,2,925.52,323.87
Electronic City,Night,6379.27,15.14,0.1896,126.3,7.0,0,0.0,336.66
HSR Layout,Peak,5062.14,0.58,0.4328,20.0,9.0,0,0.0,336.07
Yelahanka,Peak,5332.4,3.35,0.4594,113.1,8.0,8,4102.03,296.65
HSR Layout,Morning,11364.71,0.57,0.2025,66.3,9.0,1,449.87,510.04
Yelahanka,Peak,6643.56,3.87,0.2215,102.4,7.0,0,0.0,226.35
Yelahanka,Peak,4271.5,2.11,0.2138,141.3,10.0,0,0.0,351.22
Marathahalli,Peak,3461.08,3.42,0.3819,63.7,8.0,2,1145.79,195.99
HSR Layout,Morning,5750.73,0.68,0.1114,132.1,8.0,0,0.0,280.32
Yelahanka,Night,6606.96,4.11,0.155,81.0,1.0,0,0.0,331.48
Indiranagar,Peak,8898.35,16.29,0.5729,53.2,12.0,3,1739.49,936.89
Jayanagar,Morning,8704.69,3.29,0.6209,169.1,12.0,2,677.6,754.11
Whitefield,Morning,6987.31,2.04,0.2398,71.9,9.0,0,0.0,343.92
Whitefield,Night,6091.66,7.7,0.2628,98.8,2.0,0,0.0,284.29
Marathahalli,Peak,7679.2,0.05,0.1898,91.5,12.0,1,509.85,722.32
HSR Layout,Peak,3502.51,3.93,0.3938,130.8,11.0,0,0.0,365.82
HSR Layout,Night,10962.16,6.59,0.1633,121.6,7.0,1,465.82,595.04
Yelahanka,Night,8308.21,0.19,0.2619,111.7,13.0,0,0.0,674.33
Electronic City,Morning,8733.98,1.79,0.1358,84.6,10.0,0,0.0,461.82
Koramangala,Morning,4851.69,0.69,0.6069,106.7,10.0,1,413.15,360.77
Yelahanka,Night,9565.3,2.51,0.2706,134.7,13.0,6,2762.85,827.34
Jayanagar,Peak,6079.97,3.15,0.7296,125.9,5.0,0,0.0,273.68
Indiranagar,Morning,5094.88,1.08,0.6101,176.1,4.0,0,0.0,397.07
Whitefield,Morning,6921.66,1.85,0.5902,158.2,1.0,0,0.0,410.49
Yelahanka,Peak,6874.89,0.98,0.0599,175.3,1.0,1,500.85,372.98
Koramangala,Morning,4842.93,1.38,0.5346,187.7,3.0,3,1370.18,336.53
Koramangala,Peak,5210.13,0.52,0.2173,129.4,1.0,1,345.38,243.32
Yelahanka,Peak,5053.54,6.5,0.1218,162.7,8.0,3,1329.34,299.26
Marathahalli,Peak,5072.57,0.03,0.1274,136.8,3.0,0,0.0,193.87
Whitefield,Night,6223.8,6.42,0.5729,186.3,11.0,4,1708.97,679.8
Marathahalli,Night,4222.03,2.54,0.701,32.3,10.0,0,0.0,408.39
Indiranagar,Night,5617.25,1.21,0.1248,104.2,2.0,0,0.0,231.55
Koramangala,Peak,9090.27,3.85,0.4447,140.5,6.0,0,0.0,468.62
Koramangala,Peak,8646.62,2.13,0.5292,148.5,4.0,0,0.0,478.07
Jayanagar,Night,4900.24,2.07,0.6381,119.1,13.0,1,406.26,589.05
Indiranagar,Morning,8916.41,0.35,0.2481,36.9,13.0,1,489.86,762.02
Koramangala,Peak,3067.12,1.48,0.0775,111.1,11.0,2,783.52,455.67
Indiranagar,Morning,11858.29,0.83,0.3711,160.8,13.0,0,0.0,1026.97
Whitefield,Morning,9600.63,0.05,0.0544,104.2,11.0,1,448.04,644.97
HSR Layout,Peak,5880.54,1.34,0.2801,124.6,13.0,0,0.0,591.27
Koramangala,Peak,7764.85,0.28,0.355,215.8,4.0,2,1018.22,433.5
Jayanagar,Morning,4198.16,0.89,0.3467,110.7,2.0,0,0.0,105.09
Whitefield,Morning,7120.89,0.29,0.0581,112.1,2.0,0,0.0,217.37
Yelahanka,Night,6632.67,0.32,0.291,129.7,11.0,1,533.84,450.06
Indiranagar,Night,5330.47,0.67,0.1958,131.9,6.0,3,1426.54,277.4
Yelahanka,Peak,6062.89,26.4,0.1699,126.7,5.0,2,1068.03,578.93
Marathahalli,Night,5866.03,0.01,0.173,139.7,9.0,0,0.0,308.75
Whitefield,Night,4736.53,3.05,0.35,60.5,4.0,0,0.0,242.49
Yelahanka,Night,5283.71,0.46,0.5968,113.9,5.0,0,0.0,273.68
Electronic City,Night,4116.31,7.6,0.1299,58.6,1.0,1,447.47,202.18
Electronic City,Morning,8714.66,0.29,0.4669,122.8,12.0,1,540.74,666.04
Koramangala,Peak,5135.77,9.31,0.7021,150.2,12.0,0,0.0,773.44
Indiranagar,Night,4555.96,2.83,0.097,113.1,2.0,1,502.65,124.63
